title,subtitle,author_url,story_url,date,claps,responses,reading_time,tags,relatedUrl
Cloud computing in a modern world. Distributed cloud computing by HiveNet,-,https://medium.com/@highwayman1991,https://medium.com/@highwayman1991/cloud-computing-in-a-modern-world-distributed-cloud-computing-by-hivenet-f6f2f96294d5?source=search_post---------66,"[<time datetime=""2019-09-19T00:06:12.005Z"">Sep 18, 2019</time>]",213,0 responses,4 min read,"['cloud-computing', 'ai', 'cybersecurity', 'technology', 'artificial-intelligence', 'cloud-computing', 'ai', 'cybersecurity', 'technology', 'artificial-intelligence']","['https:\\u002F\\u002Flittlegreycells.medium.com\\u002Fhumane-all-too-humane-5764360615d', 'https:\\u002F\\u002Fmedium.com\\u002Fsupermaker-com\\u002Fwhat-were-reading-august-2019-8623b995b812', 'https:\\u002F\\u002Fmedium.com\\u002F@trendyport002\\u002Fsamsung-galaxy-core-4g-mini-wont-charge-keeps-showing-moisture-detected-3f4deecaa4be', 'https:\\u002F\\u002Flakruwankpc.medium.com\\u002F12-cost-effective-alternatives-to-cable-tv-325d550f200', 'https:\\u002F\\u002F04vpriyanka.medium.com\\u002Fdemystifying-edge-computing-vs-cloud-computing-7b71d8ab9940', 'https:\\u002F\\u002Fonezero.medium.com\\u002Fprogrammers-need-a-hippocratic-oath-4a2435a7524', 'https:\\u002F\\u002Fmedium.com\\u002Flimeglobalbrain\\u002Fmosaico-qualiapp-much-more-than-an-app-690f2edc128d', 'https:\\u002F\\u002Fmedium.com\\u002F@Kenny30542739\\u002Fbraumm-smart-wifi-outdoor-outlet-review-this-undercooked-outlet-isnt-worth-your-trouble-19448785e6ca', 'https:\\u002F\\u002Fmedium.com\\u002Fnuadox\\u002Ftony-flath-speaks-on-the-evolution-of-cloud-computing-af587c417fba']"
Cambricon Unveils its First AI Chip for Cloud Computing,-,https://medium.com/@synced,https://medium.com/syncedreview/cambricon-unveils-its-first-ai-chip-for-cloud-computing-d3f7acdb4076?source=search_post---------67,"[<time datetime=""2018-05-03T21:56:32.202Z"">May 3, 2018</time>]",45,0 responses,2 min read,[],"['https:\\u002F\\u002Fmedium.com\\u002F@nowsourcing\\u002Feverything-you-know-about-cloud-computing-is-wrong-24e497b26d8c"",""isLimitedState"":false,""visibility"":""PUBLIC"",""license"":""ALL_RIGHTS_RESERVED"",""inResponseToPostResult"":null,""allowResponses"":true,""newsletterId"":"""",""sequence"":null,""tags"":[],""topics"":[],""isNewsletter"":false,""isPublishToEmail"":false,""socialTitle"":"""",""socialDek"":"""",""noIndex"":null,""curationStatus"":null,""metaDescription"":"""",""latestPublishedAt"":1418042082339,""readingTime"":1.51']"
TomoChain & ThreeFold: Joining forces to decentralize Cloud Computing & TomoChain Masternodes.,-,https://medium.com/@TomochainEditor,https://medium.com/tomochain/tomochain-threefold-joining-forces-to-decentralize-cloud-computing-tomochain-masternodes-12004bfdf14f?source=search_post---------68,"[<time datetime=""2020-05-20T09:11:59.020Z"">May 20, 2020</time>]",316,0 responses,2 min read,"['cloud-computing', 'cloud', 'cloud-security', 'data-security', 'cybersecurity', 'cloud-computing', 'cloud', 'cloud-security', 'data-security', 'cybersecurity']","['https:\\u002F\\u002Fmedium.com\\u002F@kt145\\u002Fhtb-beep-writeup-d9d3f018ac8', 'https:\\u002F\\u002Fscifinance.medium.com\\u002Fscifi-index-report-49-7eb0f0c6af33', 'https:\\u002F\\u002Fkamran-bilgrami.medium.com\\u002Fethical-hacking-lessons-active-writeup-e8637b385ebf', 'https:\\u002F\\u002Fstoechiometrically1908.medium.com\\u002Fupdate-%E7%98%8B%E9%BA%BB%E5%B0%8716%E5%BC%B5-hack-free-resources-generator-8c782d2c2e2a', 'https:\\u002F\\u002Fblog.groovycarrot.co.uk\\u002Fdata-exfiltration-with-ecr-8c02e2b4be9a', 'https:\\u002F\\u002Ffosh1949.medium.com\\u002Fupdate-idle-sweet-bakery-cake-factory-hack-free-resources-generator-3ef78b52671a', 'https:\\u002F\\u002Fmedium.com\\u002Fthe-link-art-blocks\\u002Fhow-to-avoid-scam-listings-on-opensea-f8076cb8f8f', 'https:\\u002F\\u002Fmedium.com\\u002Fzillin-io\\u002Fworking-with-image-datasets-in-a-secure-way-1ae96a6f85ea', 'https:\\u002F\\u002Fmedium.com\\u002Fhackernoon\\u002Fcloud-computing-security-issues-and-how-to-meet-them-head-on-5a37a45f4759']"
Cloud computing architecture: layers of cloud pyramid,-,https://medium.com/@fedakv,https://medium.com/@fedakv/cloud-computing-architecture-layers-of-cloud-pyramid-b2e70f877c91?source=search_post---------69,"[<time datetime=""2019-07-19T10:39:37.838Z"">Jul 19, 2019</time>]",15,1 response,6 min read,[],['https:\\u002F\\u002Fmedium.com\\u002F@Eastwick\\u002Feastwick-unveils-noob-demystifies-cloud-computing-6ba29a0dcee8']
Combining cloud computing and artificial intelligence (AI),-,https://scientya.com/@yahyaibnmohamed,https://scientya.com/combining-cloud-computing-and-artificial-intelligence-ai-9db02226c7e3?source=search_post---------70,"[<time datetime=""2018-04-23T13:21:37.468Z"">Apr 23, 2018</time>]",258,1 response,5 min read,"['cloud-computing', 'aws', 'google-cloud-platform', 'azure', 'programming', 'cloud-computing', 'aws', 'google-cloud-platform', 'azure', 'programming']","['https:\\u002F\\u002Fmedium.com\\u002Fvirto-commerce-pulse\\u002Fthe-business-value-of-scalable-ecommerce-apis-58ead1cc6f47', 'https:\\u002F\\u002Fpayodatechnologyinc.medium.com\\u002Fnourishing-the-practice-of-quality-assurance-a74d4a0eb6c4', 'https:\\u002F\\u002Fmedium.com\\u002F@greber\\u002Four-take-on-lorem-ipsum-8e9936acd37e', 'https:\\u002F\\u002Fstephan-bester.medium.com\\u002Fgetting-started-with-mormot-and-lazarus-free-pascal-c7bc7e98a866', 'https:\\u002F\\u002Fnachiketsingh.medium.com\\u002Fi-have-a-idea-f3136f6945c8', 'https:\\u002F\\u002Fsurbhimahnot.medium.com\\u002F2-ways-to-ensure-quality-requirements-54c9e097c', 'https:\\u002F\\u002Fmedium.com\\u002F@lucie_8922\\u002Fself-built-with-pride-ad7253422358', 'https:\\u002F\\u002Fsubashkhatri165.medium.com\\u002Fcase-equality-76a6e6cf58c9', 'https:\\u002F\\u002Fmedium.com\\u002Fjavarevisited\\u002F5-best-cloud-computing-courses-to-learn-in-2020-f5f091159401']"
Top Tutorials to Learn Microsoft Azure For Cloud Computing,Microsoft Azure is the fastest growing…,https://medium.com/@QuickCode,https://medium.com/quick-code/top-tutorials-to-learn-microsoft-azure-for-cloud-computing-258affcd2c5d?source=search_post---------71,"[<time datetime=""2018-11-11T14:46:01.474Z"">Nov 11, 2018</time>]",19,0 responses,8 min read,"['cudos', 'cryptocurrency', 'cudos', 'cryptocurrency']","['https:\\u002F\\u002Fmedium.com\\u002Fnuro\\u002Fintroducing-our-new-manufacturing-facility-and-test-track-bbee738d0ec8', 'https:\\u002F\\u002Fmedium.com\\u002F@pachecod_53427\\u002Fits-not-just-facebook-it-s-also-your-face-a2850a495b3e', 'https:\\u002F\\u002Fmedium.com\\u002Fthe-decipher\\u002Fimessage-and-me-8d9b3427c7f6', 'https:\\u002F\\u002Ftheartistsofdatascience.medium.com\\u002Fthe-infinite-retina-irena-cronin-on-the-artists-of-data-science-podcast-80fd9759a95e', 'https:\\u002F\\u002Fmedium.com\\u002Fnf3media\\u002Fthis-week-in-top-shot-august-9-16-2021-45db83cb485c', 'https:\\u002F\\u002Fmedium.com\\u002Fswlh\\u002Fan-apparent-correlation-between-environmental-demands-and-intelligence-fbc3eb401e14', 'https:\\u002F\\u002Fuxdesign.cc\\u002F5g-overhyped-or-undersold-1a9cf00c3b44', 'https:\\u002F\\u002Fsalman-ibne-eunus.medium.com\\u002Fa-complete-guideline-to-manufacture-a-low-cost-medical-device-for-community-clinics-of-bangladesh-5ef55f8766a5', 'https:\\u002F\\u002Fmedium.com\\u002Fcudos\\u002F%EF%B8%8F-cloud-computing-market-to-grow-5x-by-2030-b7da507fda02']"
How We Make Accessing Cloud Computing Power Simple,-,https://medium.com/@urban-institute,https://medium.com/@urban-institute/how-we-make-accessing-cloud-computing-power-simple-ad8f3bfc086f?source=search_post---------72,"[<time datetime=""2018-10-30T14:08:13.296Z"">Oct 30, 2018</time>]",20,0 responses,7 min read,"['artificial-intelligence', 'machine-learning', 'internet-of-things', 'chatbots', 'artificial-intelligence', 'machine-learning', 'internet-of-things', 'chatbots']","['https:\\u002F\\u002Fmedium.com\\u002Fgrowbotics-ai-blog\\u002Fproject-status-update-41c6541301e9', 'https:\\u002F\\u002Fmedium.com\\u002Fki-labs-engineering\\u002Fbeerbot-e9708f119545', 'https:\\u002F\\u002Fmedium.com\\u002Fthe-quantum-authority\\u002Fquantum-computing-and-artificial-intelligence-4033e9fd67f4', 'https:\\u002F\\u002Fmedium.com\\u002F@dtila\\u002Fhow-rpa-can-help-industries-in-the-covid-crisis-5ea778380e86', 'https:\\u002F\\u002Fbecominghuman.ai\\u002Fai-newsletters-you-should-subscribe-to-part-1-3-research-nonprofits-8395f13c2056', 'https:\\u002F\\u002Fblog.goodaudience.com\\u002Fhow-to-get-our-tech-to-tell-objects-apart-d4a0a5f84081', 'https:\\u002F\\u002Fdatatang.medium.com\\u002Fmeet-xiaoice-the-author-of-ai-created-paintings-bc0483f8b815', 'https:\\u002F\\u002Fmedium.com\\u002F51701-mdes-mps-seminar-i\\u002Fweek-10-different-clich%C3%A9-for-ai-8e28f92b4ca9', 'https:\\u002F\\u002Fbecominghuman.ai\\u002Fmachine-learnings-impact-on-cloud-computing-71c5d3a15477']"
"Monolith Spotlights: iExec, the blockchain cloud computing solution",-,https://medium.com/@monolith,https://medium.com/monolith/monolith-spotlights-iexec-the-blockchain-cloud-computing-solution-8d0bbb79962d?source=search_post---------73,"[<time datetime=""2021-03-11T12:40:50.863Z"">Mar 11, 2021</time>]",228,0 responses,7 min read,"['stock-market', 'cloud-computing', 'technews', 'investing', 'stocks', 'stock-market', 'cloud-computing', 'technews', 'investing', 'stocks']","['https:\\u002F\\u002Fthemakingofamillionaire.com\\u002Fpick-a-dollar-any-dollar-7498da8cd5b7', 'https:\\u002F\\u002Fjeremydpotter.medium.com\\u002Fsaturday-cup-of-joe-a-lending-and-tech-ish-newsletter-from-detroit-40d9cc76a211', 'https:\\u002F\\u002Fmedium.com\\u002F@arch.mo2men\\u002Femployee-side-hustle-ec711ac22910', 'https:\\u002F\\u002Frealmistic.medium.com\\u002Fuse-your-computer-to-make-informed-decisions-in-stock-trading-practical-introduction-part-4-8d79b45db095', 'https:\\u002F\\u002Fmedium.com\\u002F@pmando.ms3z\\u002Fwhat-time-the-bank-report-to-the-credit-bureaus-ad3f0fe14cc0', 'https:\\u002F\\u002Fmedium.com\\u002F@3traqeur\\u002Fsomewhere-i-can-get-a-free-credit-score-797e0c7a0f8c', 'https:\\u002F\\u002Fmedium.com\\u002F@hanziye\\u002Fhow-to-profit-in-quantitative-sports-betting-are-you-a-good-stock-investor-i-c1f0a011ebad', 'https:\\u002F\\u002Fmedium.com\\u002Fbank-on-it\\u002Fepisode-325-remotely-recorded-pierre-haren-from-causality-link-5693a315956b', 'https:\\u002F\\u002Fbeth-kindig.medium.com\\u002Fhow-to-pick-long-term-stock-winners-in-cloud-computing-beth-technology-44a827ee2be4']"
"George Gilder: Forget Cloud Computing, Blockchain is the Future",“Uncommon Knowledge” Peter Robinson…,https://medium.com/@eraser,https://medium.com/blockchain-digital-transformation/george-gilder-forget-cloud-computing-blockchain-is-the-future-e5796cbd7a84?source=search_post---------74,"[<time datetime=""2019-08-16T04:24:34.864Z"">Aug 15, 2019</time>]",268,1 response,2 min read,"['software-development', 'web-development', 'coding', 'software-architecture', 'programming', 'software-development', 'web-development', 'coding', 'software-architecture', 'programming']","['https:\\u002F\\u002Fmedium.com\\u002Fgoogle-cloud\\u002Ffinding-patterns-in-%CF%80-151dc4a9ee4d', 'https:\\u002F\\u002Fjohanngyger.medium.com\\u002Fkafka-on-kubernetes-a-good-fit-95251da55837', 'https:\\u002F\\u002Fmedium.com\\u002F@prettyMeetsWrld\\u002Fl2-technologies-cam-table-378a9b65c43', 'https:\\u002F\\u002Ftowardsdatascience.com\\u002Fgraphql-schema-use-case-and-functions-731ec4a39061', 'https:\\u002F\\u002Fblog.bitsrc.io\\u002Fmicroservices-the-right-solution-for-you-869e916ded09', 'https:\\u002F\\u002Funadlib.medium.com\\u002Fexplore-a-more-complete-front-end-testing-strategy-e60b07cee621', 'https:\\u002F\\u002Fmedium.com\\u002F@mike.c.birt\\u002Fpacking-consuming-and-debugging-reusable-net-core-components-using-azure-and-nuget-205f78c38e3a', 'https:\\u002F\\u002Fmedium.com\\u002Felevator-up\\u002Fproudly-mundane-software-development-as-a-high-skill-trade-587d9ade83f2', 'https:\\u002F\\u002Fcodeburst.io\\u002Fsoftware-architecture-architect-your-application-with-aws-52d938603a32']"
Investing in Cloud Computing: Top 7 Stocks to Buy,"With tech stocks on the rise, cloud computing stocks…",https://faun.pub/@eon01,https://faun.pub/investing-in-cloud-computing-top-7-stocks-to-buy-d1794e53c83c?source=search_post---------75,"[<time datetime=""2021-09-08T17:30:14.746Z"">Sep 8, 2021</time>]",75,1 response,6 min read,"['picks', 'picks', 'fugue', 'fugue']","['https:\\u002F\\u002Fmedium.com\\u002Fcoderbyte\\u002F3-simple-but-big-coding-mistakes-your-team-might-be-making-16cfd9f0ba47', 'https:\\u002F\\u002Fmedium.com\\u002F@nitinpatel_20236\\u002Ffixing-the-problems-installing-ubuntu-on-asus-rog-laptop-asus-gl503ge-5b6f497201b8', 'https:\\u002F\\u002Fmedium.com\\u002Ffree-code-camp\\u002Fa-beginners-guide-to-graphql-60e43b0a41f5', 'https:\\u002F\\u002Fmedium.com\\u002Fswlh\\u002Fchannels-in-kotlin-part-one-594ba12dcb5a', 'https:\\u002F\\u002Fkumuditharathnayake.medium.com\\u002Fswoogle-5bf08b1f950a', 'https:\\u002F\\u002Fuharston.medium.com\\u002Frails-sometimes-we-all-need-a-helping-hand-c7f58de2fb45', 'https:\\u002F\\u002Fkelsienabben.medium.com\\u002Ftechno-reflexivity-cf1331278bdc', 'https:\\u002F\\u002Fmedium.com\\u002Fpragmatic-programmers\\u002Fthe-outage-620ef7d07e4f', 'https:\\u002F\\u002Fmedium.com\\u002Fpragmatic-programmers\\u002Ffugue-computing-is-cloud-computing-1b1e3731143e']"
Bluzelle Webinar: Edge vs Cloud Computing,Why edge computing is critical to the next generation of…,https://blog.bluzelle.com/@bluzelle,https://blog.bluzelle.com/bluzelle-webinar-edge-vs-cloud-computing-624d521b0b23?source=search_post---------76,"[<time datetime=""2019-06-14T08:57:11.862Z"">Jun 14, 2019</time>]",447,0 responses,1 min read,"['cloud-computing', 'aws', 'netflix', 'cloud-architecture', 'scaling', 'cloud-computing', 'aws', 'netflix', 'cloud-architecture', 'scaling']",['https:\\u002F\\u002Fnetflixtechblog.com\\u002Ffour-reasons-we-choose-amazons-cloud-as-our-computing-platform-4aceb692afec']
Three strategic actions from cloud computing,Leaders need to accelerate the transition to the cloud to…,https://medium.com/@listty,https://medium.com/geekculture/three-strategic-actions-from-cloud-computing-e6031898c3cf?source=search_post---------77,"[<time datetime=""2021-09-29T09:33:03.229Z"">Sep 29, 2021</time>]",365,0 responses,2 min read,"['cloud-computing', 'azure', 'microsoft', 'cloud', 'microservices', 'cloud-computing', 'azure', 'microsoft', 'cloud', 'microservices']","['https:\\u002F\\u002Fbetterprogramming.pub\\u002Fhow-to-emulate-aws-sqs-for-development-in-dockerized-ruby-on-rails-app-c0c16aadb84c', 'https:\\u002F\\u002Fxbery.medium.com\\u002Fhow-to-pass-secrets-to-terraform-from-google-cloud-build-c648c76e2b9a', 'https:\\u002F\\u002Fmedium.com\\u002Fserious-scrum\\u002Fdoes-life-exist-outside-the-scrum-guide-b1e6f960fa7b', 'https:\\u002F\\u002Floft-sh.medium.com\\u002F11-of-the-best-open-source-kubernetes-tools-2021-edition-b4aa49487845', 'https:\\u002F\\u002Fdavid-vancouvering.medium.com\\u002Fsoftware-architecture-rule-of-thumb-failing-to-think-about-failure-54a852c24241', 'https:\\u002F\\u002Fmedium.com\\u002F@eriadam\\u002Fguide-for-an-effective-code-review-f9517642d44c', 'https:\\u002F\\u002Fmedium.com\\u002Fccoutzoukis\\u002Fsalle-pleyel-307d11683935', 'https:\\u002F\\u002Fmedium.com\\u002Fswlh\\u002Fhow-to-write-better-bug-reports-b03eeb4726ed', 'https:\\u002F\\u002Ffaun.pub\\u002Fan-introduction-to-microsoft-azure-and-cloud-computing-54a7ebac0287']"
雲端運算平台的營收成長比較 Cloud Computing Platform (AWS vs Azure vs Google Cloud),-,https://medium.com/@frankuslife,https://medium.com/frankuslife/%E9%9B%B2%E7%AB%AF%E9%81%8B%E7%AE%97%E5%B9%B3%E5%8F%B0%E7%9A%84%E7%87%9F%E6%94%B6%E6%88%90%E9%95%B7%E6%AF%94%E8%BC%83-cloud-computing-service-platform-aws-vs-azure-vs-google-cloud-c5fadeffd20?source=search_post---------78,"[<time datetime=""2020-05-24T20:02:43.953Z"">May 24, 2020</time>]",118,0 responses,5 min read,"['cloud-computing', 'blockchain', 'business', 'data', 'cloud', 'cloud-computing', 'blockchain', 'business', 'data', 'cloud']",['https:\\u002F\\u002Fblog.getunid.io\\u002Fdaily-blockchain-industry-topic-nov-8th-5b8c4a49e74d']
"10 Best Coursera Certifications for Cloud Computing with AWS, GCP, and Azure in 2021",-,https://medium.com/@javinpaul,https://medium.com/javarevisited/10-best-aws-google-cloud-and-azure-courses-and-certification-from-coursera-to-join-in-2021-5c5e2029a8e7?source=search_post---------79,"[<time datetime=""2020-11-14T09:09:59.055Z"">Nov 14, 2020</time>]",136,1 response,8 min read,"['alibaba', 'alibabacloud', 'trends', 'e-commerce-business', 'retail', 'alibaba', 'alibabacloud', 'trends', 'e-commerce-business', 'retail']",['https:\\u002F\\u002Falibaba-cloud.medium.com\\u002Fhow-to-connect-the-consumer-experience-with-cloud-computing-81d5b5345e81']
Cloud computing enters the age of blockchain and decentralization with the launch of Cere Network’s Decentralized…,-,https://medium.com/@cere-network,https://medium.com/@cere-network/cloud-computing-enters-the-age-of-blockchain-and-decentralization-with-the-launch-of-cere-networks-367c69bed602?source=search_post---------80,"[<time datetime=""2021-12-10T15:36:05.135Z"">Dec 10, 2021</time>]",125,0 responses,3 min read,[],['https:\\u002F\\u002Fmedium.com\\u002F@HOSTINGdotcom\\u002Fcloud-computing-success-starts-with-the-data-center-b658d491d49d']
"The golden opportunities in AI and cloud computing are outside the US, and outside of tech",-,https://architecht.io/@derrickharris,https://architecht.io/the-golden-opportunities-in-ai-and-cloud-computing-are-outside-the-us-and-outside-of-tech-a2cc97c0c877?source=search_post---------81,"[<time datetime=""2018-04-13T15:42:58.246Z"">Apr 13, 2018</time>]",34,0 responses,12 min read,"['blockchain', 'ethereum', 'ico', 'investment', 'bitcoin', 'blockchain', 'ethereum', 'ico', 'investment', 'bitcoin']","['https:\\u002F\\u002Fmedium.com\\u002F@meghanshik999\\u002Fset-up-ldap-local-environment-ca2ffefceaf1', 'https:\\u002F\\u002Fiakobguide.medium.com\\u002Fforex-diamond-ea-new-greatest-trading-indicator-332afb4ab770', 'https:\\u002F\\u002Fshivani-jadhav2812.medium.com\\u002Fscidirect-research-papers-as-xml-files-6f96c2b59ce8', 'https:\\u002F\\u002Fmedium.com\\u002F@bnxzu5aqza\\u002Fa-guide-into-regular-expressions-regex-865e187c0f6', 'https:\\u002F\\u002Fyunrui-li.medium.com\\u002Fleetcode-dynamic-programming-7c6acfd530b8', 'https:\\u002F\\u002Fmedium.com\\u002F@sirajul.anik\\u002Fpostgresql-bulk-update-sequence-ids-e839d31e9bbb', 'https:\\u002F\\u002Fmedium.com\\u002F@kokkolios\\u002Fusing-python-to-automate-the-registration-process-of-my-universitys-lab-lessons-ba742a30847c', 'https:\\u002F\\u002Fmedium.com\\u002F@jonbaldie\\u002Fsetting-up-a-serverless-php-website-with-aws-lambda-and-bref-e1f9fb48d3cd', 'https:\\u002F\\u002Fmedium.com\\u002Fhackernoon\\u002Fdadi-a-decentralized-web-service-designed-to-revolutionize-cloud-computing-c2c05386c301']"
Types of Cloud Computing,"Understanding cloud computing types and the difference between IaaS, PaaS and…",https://towardsdatascience.com/@gmyrianthous,https://towardsdatascience.com/types-of-cloud-computing-952ae75e07c9?source=search_post---------82,"[<time datetime=""2021-11-06T16:50:39.736Z"">Nov 6, 2021</time>]",46,1 response,4 min read,"['aws', 'cloud-computing', 'serverless', 'cloud-services', 'devops', 'aws', 'cloud-computing', 'serverless', 'cloud-services', 'devops']","['https:\\u002F\\u002Fmedium.com\\u002F@lmatteis\\u002Flegacy-code-changing-software-you-dont-understand-bbbe101087ba', 'https:\\u002F\\u002Fmedium.com\\u002Fnetscape\\u002Fa-react-infinite-scroll-slider-c0643fa9e5eb', 'https:\\u002F\\u002Fcredosystemz.medium.com\\u002Ftop-100-javascript-interview-questions-with-answers-145ceee552f0', 'https:\\u002F\\u002Fbetterprogramming.pub\\u002Fthe-beginners-guide-to-redis-and-caching-with-node-js-5a48eac0929e', 'https:\\u002F\\u002Fmedium.com\\u002F@Com4fort\\u002Fwhat-i-learned-last-month-in-full-stack-web-app-development-5641bba971ff', 'https:\\u002F\\u002Fjavascript.plainenglish.io\\u002Fthis-coding-problem-was-recently-asked-by-google-81d14742f775', 'https:\\u002F\\u002Fmedium.com\\u002F@victor.leong.17\\u002Freact-router-v4-with-react-transition-group-v2-683608683356', 'https:\\u002F\\u002Fmedium.com\\u002F@SeoJaeDuk\\u002Fwebrtc-video-chat-app-792beb214d0f', 'https:\\u002F\\u002Ftowardsaws.com\\u002Fa-comprehensive-guide-to-cloud-computing-with-aws-9904fd3d99fc']"
5 Ways to Get Into Cloud Computing,"In this piece, I go through a few different steps that you can take…",https://aws.plainenglish.io/@samuel-martins,https://aws.plainenglish.io/5-ways-to-get-into-cloud-computing-e2333680b7dd?source=search_post---------83,"[<time datetime=""2021-04-26T13:22:18.800Z"">Apr 26, 2021</time>]",108,1 response,4 min read,"['codemania100', 'codemania', 'codemania100', 'codemania']",['https:\\u002F\\u002Fgolfapipol.medium.com\\u002Fcodemania-100-part-4-%E0%B8%84%E0%B8%B4%E0%B8%94%E0%B9%84%E0%B8%A7-cloud-computing-platforms-78c6c5dd3eef']
Alibaba Unveils PolarFS Distributed File System for Cloud Computing,-,https://medium.com/@alibabatech,https://medium.com/hackernoon/alibaba-unveils-new-distributed-file-system-6bade3ad0413?source=search_post---------84,"[<time datetime=""2018-08-28T06:50:41.159Z"">Aug 27, 2018</time>]",38,0 responses,5 min read,"['long-reads', 'company', 'brands', 'economics', 'objects', 'number-crunch', 'books', 'long-reads', 'company', 'brands', 'economics', 'objects', 'number-crunch', 'books', 'amazon', 'ipo', 'rackspace', 'the-ticker', 'companies', 'amazon', 'ipo', 'rackspace', 'the-ticker', 'companies']","['https:\\u002F\\u002Fmedium.com\\u002F@TheDigitalTP\\u002Fdata-asset-management-dam-a30b328c8cb2', 'https:\\u002F\\u002Fmedium.com\\u002F@anshul1412\\u002Fthinking-beyond-bed-and-breakfast-how-to-increase-airbnbs-market-scope-5d64c89492c6', 'https:\\u002F\\u002Fmedium.com\\u002Fmarcus-evans-online-events\\u002Fdigital-strategy-for-customer-journey-in-the-post-covid-19-world-for-insurers-d9aef388ae57', 'https:\\u002F\\u002Fmedium.com\\u002F@simanta.sarkar\\u002Fthe-progression-of-managed-it-into-managed-digital-transformation-service-providers-ea994ae8ca92', 'https:\\u002F\\u002Fmedium.com\\u002F@LiteForex\\u002Fhow-traders-are-brainwashed-or-a-battle-of-trolls-85f1989f16ad', 'https:\\u002F\\u002Fsoftclouds.medium.com\\u002Fcpq-team-won-all-the-medals-at-the-sales-olympics-ad5fcd5ebf0c', 'https:\\u002F\\u002Fmedium.com\\u002Fle-lab\\u002Fmiles-instead-of-cars-ross-douglas-from-autonomy-on-the-future-of-mobility-85d080f3cd39', 'https:\\u002F\\u002Fmedium.com\\u002Fmarcus-evans-online-events\\u002Funlocking-human-capital-for-change-and-transformation-in-finance-5147735cbebc', 'https:\\u002F\\u002Fmarker.medium.com\\u002Fwhy-amazon-wants-to-invest-in-the-worst-ipo-of-2020-6db9725891b2']"
Be Deliberate in Your Approach to Cloud Computing,-,https://medium.com/@stephenorban,https://medium.com/aws-enterprise-collection/be-deliberate-in-your-approach-to-cloud-computing-66eae5ee70d2?source=search_post---------85,"[<time datetime=""2016-10-17T16:26:37.943Z"">Oct 17, 2016</time>]",9,0 responses,4 min read,"['javascript', 'cloud-computing', 'google-cloud-platform', 'javascript', 'cloud-computing', 'google-cloud-platform']","['https:\\u002F\\u002Fmedium.com\\u002Fgeekculture\\u002Fsecurity-in-node-js-and-express-the-bare-minimum-part-3-2fb14ebf8163', 'https:\\u002F\\u002Fmedium.com\\u002Fdev-bits\\u002Fprogramming-dynamic-drawings-animations-with-angular-js-and-two-js-9d2ec1ce2580', 'https:\\u002F\\u002Fmedteck15.medium.com\\u002Fcreate-your-own-website-monitor-with-nodejs-and-bugsnag-the-ultimate-step-by-step-68829a77cc90', 'https:\\u002F\\u002Frejolut.medium.com\\u002Frejolut-top-svelte-js-development-company-cf7b5068a42c', 'https:\\u002F\\u002Ffawadkamgar.medium.com\\u002Fhow-to-bring-up-secondary-vnics-in-ol7-instance-in-oci-baf842bbe25c', 'https:\\u002F\\u002Fmatt-thankachan.medium.com\\u002Finline-filter-for-basic-grid-using-mustachejs-a518529a195c', 'https:\\u002F\\u002Fmedium.com\\u002F@santhu.reddy19\\u002Freact-js-b6d8bc626e35', 'https:\\u002F\\u002Fmedium.com\\u002F@medan\\u002Fhow-to-set-up-and-run-node-js-for-beginners-a9473a25f6f6', 'https:\\u002F\\u002Fmedium.com\\u002F@duhroach\\u002Fimproving-cloud-function-cold-start-time-2eb6f5700f6']"
Machine Learning’s Impact on Cloud Computing,-,https://becominghuman.ai/@nutanix,https://becominghuman.ai/machine-learnings-impact-on-cloud-computing-71c5d3a15477?source=search_post---------86,"[<time datetime=""2017-08-28T16:16:42.389Z"">Aug 28, 2017</time>]",20,0 responses,7 min read,NA,NA
